,cat,label,review
46453,衣服,0,什么破裤子你妹
39453,衣服,1,大品牌，面料合身穿上舒服，总体满意。
41247,衣服,1,物超所值，挺不错的，一直支持京东
13265,平板,0,作为京东金牌会员，第一次吐槽下。在产品宣传页以及在加入购物车后都显示有几项的赠品可以赠送，等到订单确认以及付款后，赠品项一个都没有了，都消失掉了。不得不说这个套路深的。虽然不是冲着赠品去的，也没多少钱，但是店铺的这种后台把赠品自动移除的做法令人反感。请各位消费者注意。
24073,水果,0,烂了4个，补了钱，其他的几个很快就干了，苹果很丑。
28995,洗发水,1,是正品，修复受损发质功能不错，也喜欢香味
8499,平板,1,可以的，在没有打开应用程序的情况下，只要不操作就会进入休眠状态
15610,手机,0,1，内存太小了，照片存不了几张就没地方放了。2，铃声效果不好，虽然是64和弦的。3，照了照片想回过来看下，但是要等，机子反应需要时间
41420,衣服,1,这是一次很棒的购物，裤子穿起来很舒服，而且价格便宜，质量摸起来也很好，真是棒棒的
58295,酒店,0,前台服务员服务差，一副公事公办，爱住不住的面孔，不会再去，并告知亲朋好友，这个酒店完全可以不去!
23251,水果,0,以后不会再买寻真水果的苹果！我是寻真水果的老客户，每向寻真水果反应后，第二次会供应质量好点的产品，从第三次开始供应的水果质量又很差，第四次供应的更差，然后再反应，供应的产品又好点！有信誉的供应商，产品质量是稳定的！有保障的！
37201,蒙牛,1,回复 尊重蒙牛的态度。希望蒙牛真正做好产品，对得起老百姓的信任。蒙牛好处
51176,计算机,0,预装的linux版本不是常用，可以装Ubuntu版本的。还有安装一键还原时会死机，还有官方的显卡驱动装不上，少个dll文件。还有该型号的同个设配用了多个不同的驱动，找驱动不好找。
39495,衣服,1,一直都是穿这牌子的牛仔裤，也买过好多次了，质量不错，款式好看。好评…………
20976,水果,1,刚收到货，还没吃看着不错，一大盒
25213,水果,0,太小了，而且不新鲜了，像是过季水果了，吃了一个了，味道也是怪怪的，没前2个星期买的好吃了，除了可送到家没啥性价比了
52866,酒店,1,还可以，离汽车站也很近。离轮渡也很近，也比较干净。起先我预定了厦门元利酒店，结果上网还有时间限制就取消了，预定银河商务酒店，靠，服务垃圾极点，房间象招待所，比起恰年两家，着家才算是个酒店，不错，强烈推荐
173,书籍,1,这是自有网络小说以来，这是我第一本花钱去买的小说，网上没有结尾或者加VIP的小说多了去了，唯独放不下它，从老妖的?如果?开始，让我记住了一个叫“千寻千寻”的作家，每一本书都让人心动，似乎又回到了少女时代一本本追着买琼瑶三毛的小说。她的文字是属于有灵魂的，可以让人沉淀下来的。也难怪乎被导演看上改编成电视剧了。期待下部出版的《紫藤萝》。。。
43742,衣服,1,裤子收到了，裤子包装不错，版型很好看，穿着也舒服，质量好
22273,水果,0,差评，和想象中不太一样，不太新鲜啊
25902,水果,0,实在太差，还烟台，明明是广州寄过来的，外表差不说，口感也差
13813,平板,0,放着不用都发热要求退货
11717,平板,0,"京东对产品太不负责任了,产品坏了催促维修进度慢,不负责任"
18656,水果,1,苹果不大，但特别脆甜，水份足，多次买了，好吃。
20477,水果,1,在京东买了很多水果，苹果，奇异果很好，都很好吃很实惠，比实体店便宜多了，隔天到送货速度也非常快，吃完继续买，也是佳节送礼的好佳品喔
30507,洗发水,1,买了好几套了这是新的了！一直不错，信赖
24206,水果,0,买过好几次这个品牌的苹果了，这次太失望了，整箱苹果的果蒂部分都是软的，一按发现腐烂了，最后整箱水果全部扔掉了。好在价格不贵，但以后不会再买这个水果了。
48263,衣服,0,卖家很不服责任 19号买的裤子 22号才发货
26033,水果,0,第一次买的时候，果实紧实，又脆又甜，第二次购买，苹果水分流失比较多，不知是不是储存的久了，不会再买第三次了
42252,衣服,1,"裤子质量不错,大小合适,老公很喜欢"
27527,洗发水,1,应该是正品，京东应该jia不了，没用过潘婷！第一次用，快递真慢啊！！！！护发素对我们男的应该没用的吧！凑合用吧，哈哈！
37116,蒙牛,1,蒙牛，你幸福吗？
16548,水果,1,京东买水果很久了，苹果一直是脆的，又甜。个很大，买来送人，就80果的，自己吃，70-75都很好吃。
36832,蒙牛,1,今天的两大发现和两个未来的打算：幸福超市里的凉皮很好吃，以后要经常去吃！蒙牛的果蔬酸酸乳很好喝，以后每天都要喝！
39873,衣服,1,快递哥送到家，试穿了一下，袖子短了点，衣服料子一般，既然买了就穿了，还是可以穿的
36717,热水器,0,东西不错，客服服务态度挺好，就是快递太差劲，都能发错网点，自己去网点取的。
6220,平板,1,买给奶奶用的，很喜欢！！！一级棒
2012,书籍,1,这本书可以帮助小学生理解数学的很多应用   要比直接让小孩子做数学题更能引发孩子对数学的兴趣
62683,酒店,0,住这里很多次了。但是感觉酒店的服务质量在下降，价格反而是不断上升。我住的房间的楼下正在装修，味道很大， 打电话给前台，前台居然说没有房间，要我忍耐一下。找了前台经理理论才解决的。
62286,酒店,0,非常失望，定了一周第二天就换了酒店，是个康体中心，房间设施最多也就是个2星的标准，却要498。真是奇怪，携程还有这样的酒店。晚上9点到酒店，黑乎乎的一片，以为是出租车把我送错了地方。
13376,平板,0,送给老丈人的手机，没想到用了一周就没声音了。这让我何等的尴尬？邮寄耽误什么的还超过14天就不能换了，只能修？我花钱难道是想买一个修过的残次品？我非常不理解，为什么这么短时间，硬件坏了，为什么不能换新机器？我真的觉得这样的体验很差劲。值得一说的是维修的人还是很客气的，他们态度不错。整天说，支持国产 支持国产。让我们消费者怎么安心？
38522,蒙牛,0,这位叫兽是不是真的喝多了蒙牛了？
47772,衣服,0,刚收的货就看到这些脏点点，太揪心了，班尼路对你失望了
56519,酒店,1,可能是因为周围修路，所以人比较少，环境很好很安静我入住的是标间的大床房间暖风很充足，浴室比较好，很大，水温不错房间很干净，空间大，房高，床也很舒适，也没有骚扰电话唯一缺点就是电视太小。。
55413,酒店,1,房间很干净，设施很新，应该是义乌最好的酒店。宾馆反馈 2008年4月14日 ： 给您创造一个洁净的居住环境是我们的职责，愿酒店中的每一次都给您留下美好的记忆，谢谢您！
10423,平板,0,送人的 据说还可以，但因为物流太差，相当牛气，只能给两星
6665,平板,1,早上十点半下的单，下午4点就到了，这速度太快了，平板看视频非常清晰，拍照也很棒，这个价钱值了。
58161,酒店,0,"房间味道大,前台结帐速度慢.开始是看到网友有留言说牛排也好吃,可尝过以后不怎么样..."
55795,酒店,1,酒店不错，特别是离长途汽车站近（马路对面），酒店的饭菜不错，价格不贵，菜式较多，对面就是劝业场，可以逛逛。出门坐人力车到闹市也很方便。不足之处就是住酒店还要付10元的停车过夜费，感觉不太爽！
47042,衣服,0,物流太慢。。
4329,平板,1,平板买来就下载了王者荣耀试了下，开最高效果，不卡，，网上说的什么屏幕延迟之类的压根没有这回事，
14667,手机,1,屏大；和弦声音不错；录音可以做铃声；电话本分类多；电池不错；红外适应能力强
20219,水果,1,快递很快    苹果也好吃    保护的很棒    香香的
51341,计算机,0,这个系统啊，把我命都搞没了！！！ 不过现在有经验了！！！ 想要找我帮忙的可以啊 ！QQ：609909965
16142,手机,0,外观没有轻薄型的那种轻巧。有死机现象，需要关机再开机重启;有时时间还有重新调。按键不好用，每次输起短信来，感觉不如以前那个手机灵敏。不支持彩信！铃声不够逼真！使用导航键进行功能切换时，明显感到反应速度慢！查找联系人不方便，一页页地翻，累
49436,计算机,1,"静音,音箱效果还行,512M的独显,这个价格的T4200  CPU还算凑合,学生及普通从业者用足够了,只要不是什么发烧影音或者对外观键盘触感要求太过分的足够了,一句话 : 中低价位的电脑中性价比很高.一点不足的是键盘不是很满意,如果用惯了ThinkPad,尤其不适应,不常用Notebook的可能就不会太在意了,比某些国产的品牌还是稍好的."
22082,水果,0,买三件只收到两件 已自动确认收货了
47487,衣服,0,实物与照片有差异，质量差
57814,酒店,0,酒店前台服务员态度高冷，因为是携程订房，拿不到好房型，好的房型都保留给前台下单。
5422,平板,1,今天上午收到的宝贝，迫不及待地拆开来看，看图片，屏幕够大，有质感呢，用了一会儿了总体还不错的，外壳也不错的，看上去挺高大上的，下次再来光顾。
43158,衣服,1,面料不错，样式不错，大小合适，以后还会再光顾的，好评
20940,水果,1,感觉只有75# 不过基本都没问题 给好评吧
11842,平板,0,除了平板和充电器，什么都没有送，连保护膜都要自己掏30元去店里贴，恶寒?
53048,酒店,1,酒店在东营当地是最高档的，服务人员训练有素，服务意识很好。酒店很新，房间也很干净，零点厅的饭菜不错，就是有点贵。早餐很丰盛，据说自助餐也不错，下次再到东营，一定去试试。推荐入住！
47030,衣服,0,l垃圾裤子，强烈建议别买
47400,衣服,0,还 可 以 吧
34366,洗发水,0,这一次的洗后有头皮雪，没有第一次买的好，感觉是假的……
12419,平板,0,充电器不充电，一点也不好。
39615,衣服,1,裤子很好，质量也很好，穿上很舒服。不错。
17694,水果,1,果子大小合适，个个完好，确实脆甜好吃，下次再买。
57765,酒店,1,"本来订的湖景标房,到了那问我要不要大床房,反正偶就一个人.进去之后觉得大得有点空旷,电视机离最近的床沿当中有3米.显得电视机小了很多.感觉还行.就是大堂有点土气.樱花酒吧就不要去了.环境真的是闹中取静,隔壁是个蛮大的夜总会,不过除此之外,在15分钟步行范围内,没有什么商业设施,晚上走在路上觉得空旷渺无人烟,当然花花草草还是很多的,是有个湖,不过湖景么...."
32813,洗发水,0,这个肯定是假货！！！洗了之后头皮非常痒。才二天就很痒很痒，真是后悔买这么多，京东真是坑！！！！！
9164,平板,0,黑边严重，实际可看尺寸7寸，商家太恶心，5月下旬特价和6月份的特价掉了*对京东太失望了！就当买个教训吧，京东，拜拜！
40028,衣服,1,衣服不错，质量什么的看着都还行，版型不错，穿着耶挺合身的，轻柔保暖 ，穿了是真的很暖和，面料摸着就不错，看样子挺耐穿的，物有所值
156,书籍,1,这套书三册，非常精美，内容也很好，我七岁的女儿拿到书后，坐在地板上用了二个小时读了一遍，喜欢得不得了。然后就将它们放在了床头，时不时地翻看一番，还经常问我想知道什么动物的知识，然后给我讲解，俨然是个行家的样子，可爱极了。她问我有动物百科，一定也有植物百科，我说一定会有，我会再给她买一套植物百科。不过这套书附的光盘我女儿拒绝看，她更喜欢自己阅读文字。
11513,平板,0,本想支持国产的，不好用，特别是智能键，用起来不舒服，。反应也挺慢的，后悔了。。。。
47108,衣服,0,上面写的是手机下单便宜40，然后是满168减40，我就多买了件，总价在三百多，可是没有满减。商家存在玩文字游戏！
45857,衣服,0,尺码有点小不太适合
2478,书籍,0,也许没有达到作者的境界？论述与其二哥恩怨一段，只能表现作者是一个典型的中国特色的企业家。不具备世人的惊醒作用。本人非常厌恶这一段。对本书的阅读也到此为止，我已不感兴趣。这是我购买比较失败的一本书。
27826,洗发水,1,还没有用，网上第一次买这种专柜的东西，但是价格比专柜便宜，不知道好不好，用后再说吧，
62214,酒店,0,第一次来，主要是贪便宜，然后因为事多就没去找其它酒店了，住着住着也就习惯了，服务员都会跟你打招呼，前台服务员有的好有的差，好的还不错，差的就没话说了，住的单人房，窗户关不紧，说是出了事有摄像头，地毯脏的不行，气味严重，前台在六楼，不太方便，早餐不要提了，没法吃，中餐晚餐不提供。每晚都有骚扰电话，决不会没有。空调是中央空调，房内调节器如同摆设，后来找到其它酒店后就搬走了，还是住了十天。
15877,手机,0,拍照效果一般！功能按键小，不便于操作！不支持JAVA！原装配件内无座充！机器反应过于迟钝！电话本查找不太方便！做工差，翻盖时松松跨跨！键与键间的距离大，看上去别扭，而且不是一体式设计，很容易落入细小的东西！内屏在强光下的效果不怎么样！不支持流行的mp3播放！
3303,书籍,0,绝对是炒作，这本书无聊得很，浪费钱
31206,洗发水,0,凑了单礼品没送，套路
44361,衣服,0,京东的服务真的很差！很差！很差！客服人员真的很懈怠！再也不来这买东西了！恶心完了！
56265,酒店,1,"地理位置很方便,就是紧挨着火车站,有点闹心.房间的配置还看的过去,比四星差点,比三星强点.亮点是卫生间有可以直接饮用的水龙头."
28614,洗发水,1,好好好好好好好好好好好好好好好好好好好
35564,洗发水,0,说好的大于*，还送一小瓶，收货也没见啊 不送就不要说啊
463,书籍,1,与其说这是一部小说，不如说是一套简易又系统的自我完善套餐。如果能按照“细嚼慢咽”的就餐规则，一定受益匪浅且得益终生。书中，作者让若菱引领着读者，一步步去接近自己的本真，探索自我，发现自我，接纳自我，提升自我，终至完善自我的境界。给芸芸众生指明了一条与自性之佛沟通的捷径。本书读起来轻松，在轻松中又蕴含深刻的哲理。是难得的灵修普及教材！
4524,平板,1,非常漂亮，大屏玩游戏很好
48321,衣服,0,谁买谁上当，根本不是布料，塑料做的
12007,平板,0,我等维修结果！谢谢华为，让我认识了国产机，以后应该不会再买国产机
38446,蒙牛,0,黑心企业，大家就应该联起手来不买他们东西。我就很奇怪，为什么双汇蒙牛等企业一再出问题，不告他们就算了居然还有人买他们的产品，这不是养虎为患吗
54534,酒店,1,已评定四星酒店，但房间设施仍略显陈旧，细节上还要保持四星级水准，如一次性拖鞋、牙具的质量，水龙头的质量好象也不太好；服务水平上升很快，听出租司机言，评了四星之后，服务生热情不少，但感觉细节上还要再努力一些，不能只体现在表面，如房间卫生打扫，可以将客人用过的水杯清洗干净，放回原位，会让客人觉得很体贴。总体而言还是很好的，房间视野宽阔，服务生笑脸相迎，价位也不是太高，在仪征市区而言，还是一流的酒店，细节上再努力一下会更好了。
61590,酒店,0,酒店特别提示[2008/02/29 -2008/08/30]酒店对面立交桥改造。携程提供的提示不准确，不是对面立交桥改造，根本就是门口的马路改造，再加上昆明道路好多都禁左，再遇上堵车。。。。。。2008/05/04刚住过，堵死我了。晚上10点从机场走的，开了1个多小时。酒店设施已经老了，要是不修路，到周围转转还行，服务员态度一般，入住的时候都是我自己拿着大包小包，开了房间也没人理，自己上去的。酒店的中餐不好吃，早餐的米线还行，但是品种太少，住了两天，第二天就吃腻了。
33895,洗发水,0,洗了头都是头屑，而且味道很那个假的海飞丝味道一样，垃圾货
58948,酒店,0,环境不错，设施比较老。一般班。酒店前台的服务态度实在太差。
49028,计算机,1,价格不算便宜，但是有送三星内存和原装鼠标，相比较之下还有价格优势
62382,酒店,0,"10-3号入住:卫生间极差,臭气熏天!携程有欺骗嫌疑!"
1937,书籍,1,"【荐书】其实,这本书不仅仅让孩子认识时间、方位、颜色、数字、味道、反义词以及体会各种动作,还有各种各样惟妙惟肖的动物出现,还有好几国的风土人情,不同的风景特征.6岁的儿子和2岁2个月的女儿都喜欢,当然,给他们讲的时候,侧重点各有不同.喜欢这些让孩子能主动一看再看的书."
38904,衣服,1,老公很喜欢这裤子，本来打算给爸爸再买一条的，结果涨价了，裤子的价格也不贵，质量挺好的。好评五星
26736,洗发水,1,收到货，还不错，物流很快等用了再评价
60866,酒店,0,条件根本够不上星级，只有价格不让三星，老房子、老设施、老装修，房间非常陈旧，建议携程在预定的时候能够说明房间情况，以后肯定不会住到这里。
49350,计算机,1,是给老爸买的，因为屏幕足够大。 需要自己安装系统，XP的驱动是在网站上下载下来的，花了一点时间。 给老爸用，老爸蛮满意的了。家用很好，性能足够。 外观中庸，的确有明显的塑料的感觉。但是老爸用的更注重的是性能和使用。 推荐。
11755,平板,0,刚收到货，打开发现平板屏幕上有个小洞，跟卖家联系说是我自己弄坏的，不给换，希望各位不要再上当受骗了
39641,衣服,1,很好。很实惠。价格低。服务不错
6144,平板,1,买来玩王者，挺流畅的，音质又好！看电影听歌都是不错的选择！
30578,洗发水,1,速度很快，东西也很划算，送货员态度很好......
34038,洗发水,0,包装不行，洗发液都露出来了，差评，最差的一次
10702,平板,0,手机太大了。。退货还不给退。真是做手机太大做平板太小。而且手机看一些视频竟然不能横屏。。那么大屏的手机看视频界面还是就那么一点。。?。。如果有谁想买可以联系我。。低价卖给你。才用了一个多月。
12875,平板,0,垃圾手机，充满电待机时间5小时都没有！售后服务也垃圾，问他问题也是牛头不对马嘴，就是和你扯蛋
51142,计算机,0,镜面很差，一不小心有划伤。也不知道联想天天看着，为什么不改。 另外，开机光驱响声大，好像这个系列都有类似问题，凑合了。 保修期只有1年，有点担心。
6058,平板,1,屏幕大小正好，速度飞快，看电影不错。
30541,洗发水,1,赞赞赞，赶着活动买的超赞。洗发水一直用清扬的，很好用。京东物流时效非常有保障。买的套装，买两大瓶，还送了三小瓶，超值
23214,水果,0,产品品质太垃圾，根本不是烟台苹果的口感，欺骗欺骗。奸商。
47126,衣服,0,右侧兜里有洞，衣服上都是那种白色的小毛毛，不知道什么鬼！
5962,平板,1,很好，很强大
25378,水果,0,亏，亏，亏，实在是受不了，我就是陕西人，我就没吃过这么差的苹果！
22894,水果,0,真的是12“粒”小苹果，5厘米多一点，真是小得不得了，没长熟树上掉下来的吧
34694,洗发水,0,说选15号送货 送京豆 骗人
27096,洗发水,1,已经用过两周啦，的确比海飞丝欧莱雅都要润。一直信赖京东也值得信赖。神速＋优质＝超赞！
7882,平板,1,很赞，很实惠的平板，清晰度很高，速度也很溜。。
6477,平板,1,不错！挺好的
21624,水果,0,买了4箱，后来买的两箱有一箱发面不脆，不甜难吃发涩，感觉就是拿烂苹果掺假。
36227,热水器,1,已经是多次购买了。
47243,衣服,0,刚买完***买东西的时候卖家爱答不理的
52972,酒店,1,房间还不错，可惜酒店地点不大好找，而且我的房间号居然在出电梯后的楼层标牌上没有标注，害我找了半天。早餐还不错，清爽简洁。
57465,酒店,1,"服务员素质很高,比国内很多5星饭店要好!设施有些旧,但维护的不错,干净!餐饮价格适中!某天晚上工人磨地板,很吵,后交涉停止施工,第2天大堂道歉并送果盘1份,结帐时再次于前台表示歉意,对于他们的服务态度确实没的说,就1个字:好!楼层的小点心很温馨!早餐有山东特色,非常好!说个缺点:房间隔音稍微差一点!补充点评 2008年7月22日 ： 靠栈桥近,外部景色优美,值得入住!"
19607,水果,1,挺好吃的，挺脆，挺甜的，好吃，买了两箱，孩子很喜欢，快递超快，当天到的，没有一个坏的，赞赞赞，还会再来的
42536,衣服,1,昨天收到了，质量不错，以后会继续买的。
669,书籍,1,"喜欢吴小波的文字,带着新闻人特有的冷静,如针线般密密地将这些历史织补到一起。看着这本书，我的脑海里却全是激荡三十年，成也英雄，败亦人杰。10个案例里，无一例外地充满了冒险家的气息和敢为人先的豪迈，正是为他人所不敢为，他们成功了，却又因为各种原因（企业扩张的原始冲动占多）迅速陨落，怎不让人叹息。这是个传奇的年代，无法评说它的颜色，只知道色彩绚烂之极，原来竟在消逝前那一刻。"
5935,平板,1,"昨天1158今天就成1148,郁闷"
26560,洗发水,1,还算是第一次用沙宣这套产品吧，以前朋友家用过一次，不觉得怎么样，但是这次配套使用，觉得还可以，护发素香香的，这个味道还比较喜欢，洗完的确感觉得到头发滑滑的，顺顺的，发质还可以的感觉。这次用完了，下次应该还会继续买。喜欢这个味道，洗过后不要用指甲抠头皮就不痒，头屑还好吧。正常情况。
42560,衣服,1,质量不错，做工精致，款式简单大方时尚，服务细心、耐心，物流给力，祝生意兴隆
15781,手机,0,"我是今年1月1号买的，三天就无声，还不给换（承诺是7天包退，15天包换）商家和售后相互踢皮球，差的把我跑死！过年老没信号，舅舅一打电话老说是关机要么打不通，（我的卡是全球通，基本不关机）掉漆掉的吓死人，铃声和图片说的是可以下载，我找了一个月却一个也下不来（我用的是宽带100M/s),至今我还没发现通话时间可以达到180分钟（最长的是充满电6小时可以打100分钟），待机2天就不错了，按键反应还不如乌龟爬，还没有手机密码和短信密码，没有隐私保证。声音小得要死。"
49484,计算机,1,性价比方面比较好，独显是最大的亮点之一，带摄像头+耳机不错！
10188,平板,0,国产差的根源不在技术在理念。
16447,水果,1,我在京东买东西，怏递超给力，从来都是只有提前到，京东自营的东西就是放心怏递超给力
4079,平板,1,华为质量过关
38075,蒙牛,0,一定要保证最好的送给国际友人，港澳台同胞，把最差的留给百毒不侵的“自己人”。蒙牛，真的只是蒙牛，而不再蒙人了！
29652,洗发水,1,这是下单买的共5件套 整体感觉还可以 没有用过不知道效果怎么样，用过之后再评论吧！下面是到货实图 可以参考一下
16167,手机,0,1.不支持MP3铃声。2.开启程序时速度较慢。3.2M的内存真让人有些伤感。
50393,计算机,1,"N280明显比N270速度要快,播放720P的电影也不卡,CPU占用率在50-60%左右,模具做工比较精致,烤漆虽然容易收集指纹,但质感确实比一般的朔料要好的多.电池确实比较强,不开无线网卡,蓝牙和扬声器,看PDF文档,亮度调4格,可以用8小时左右.键盘表面的发热量相当小,"
46297,衣服,0,不一样不要买
21383,水果,0,苹果不行、个头小、还有烂的，不会再买
56945,酒店,1,4月12日住了一天，感觉还可以。是先前住在政协宾馆的，设施太差了，卫生条件也不好，才换到国贸来的。但是价格也有差距啊，政协420 国贸820
32679,洗发水,0,双十一下单，不过设定晚几天到达，结果到了后还不如高峰期，一个很破的包装，并且已经损坏，可以看到里边商品了！
1117,书籍,1,其实每对父母都不想离婚，谁愿意不开心不愉快，谁又愿意背负着沉重的责任！而每个失败婚姻的后面是内心的孤独，与无赖。我们要学会的是宽容，和忍耐。我也面临这样的困难，在诸多的伤害面前，我更学会了宽容、忍耐，这并不表示我妥协、懦弱，而是我知道在婚姻中自己需要什么。本书中的男主人公不就是这样成长的吗？他的责任、宽容与忍耐，让他有了美满的结局，虽然现实中并不都是这样令人满意。
61056,酒店,0,实在不太好的房间
186,书籍,1,这是一部很不安妮宝贝的书。虽然拗口，但感觉只有这样才足够形容。安妮宝贝一贯给我的印象是一位心情复杂而沉重的沉默女子，习惯用笔代替语言，独身在一个角落静静刻读阴沉的文字。所以当我看到一本来自于伊的散文集时，下意识的忽略掉。我猜，这肯定又是那些一成不变文字的翻版，阴冷的充满凉意。但不妨打开第一页，先看看目录。这本书是一个跨越，一个改变，这是我从目录中觅得的。
17584,水果,1,多次光顾这个商家的东西，个人感觉不错，送货快，起码良心做生意，有诚信。意见是多点秒杀的促销，有需要还来。
53368,酒店,1,交通方便，房间比较干静宽敞，总体来讲还说得过去。
54046,酒店,1,"还不错.经济实惠.条件也不错,反正我习惯这补充点评 2008年4月10日 ： 补充下，靠街的房间有些吵。尽可能不选"
62357,酒店,0,服务态度不错。不过基本设施就……
55794,酒店,1,环境不错，房间设施挺好，很有档次，下次还会考虑入住
55048,酒店,1,前台服务挺热情的，周围交通也还方便。只是酒店卫生间相临的地毯潮湿，有点发霉。但是价格便宜，性价比还过得去。
10280,平板,0,买了两天就降价搞促销这样子对消费者好吗？
54381,酒店,1,"前台客房服务态度好！早餐也很丰富，房价够干净。再接再厉！中国人的酒店就是无烟房间少，或者把烟灰缸放进抽屉就是无烟处理。我们这类75%不吸烟者需要再忍受25%烟鬼吗？希望中国办的宾馆向外企学习。请多设无烟楼层。谢谢。我原先定的房价没有无烟层楼了，我就得加付20% 提升高级点的无烟层房间。We are the 75% non-smokers, it is about time that the Hotel respect us to have the freedom of freshair, BAN the Smokers in the Check-in or Check-out counter please. Thank you.没有或者很少无烟房间! 电梯内不许吸烟, 还是有一些吸烟者仍然没有服从规则! 我是不抽烟的人, 成为二手烟的受害者! (中国13亿人口中,烟民只有3.2亿. 不到1/4!!!)看到这条评论的烟民,请自觉好吗?谢谢."
53548,酒店,1,酒店虽然有点旧，房间也不大，但贵在干净，地点好，在市中心的中山广场边上，上哪都很方便。早餐比较丰富，令人满意。房间洗澡水很大，好像水力按摩一般，很舒服。房间里最让我满意的是有小型桶装水，非常方便，不像很多酒店那样，非得自己烧来喝。酒店给我印象最深的是大门外的一位有络腮胡子的小伙子，对客人非常热情，问他什么都能得到细致、满意的答复。两点不足：1、我订了两晚房间，可第二天中午回来，钥匙竟然打不开门，费了很大工夫又打电话问又下楼到前台办手续，才能进入房间。这种工作失误是不应该的。2、洗手间的马桶很怪，前端非常浅，我坐着大便，小便处垂下来竟然碰到了马桶前端的底部，吓得我赶紧冲洗下部！后来我大便只敢蹲着。
25145,水果,0,货品都有腐烂！把客户当拾荒的，过分！ 差品！
31267,洗发水,0,太差劲了！和下单的不一样，和图片也不一样！京东也这么坑了？简直就是欺骗啊！
34034,洗发水,0,质量不怎么样，也没个密封包装
1737,书籍,1,当孩子问及怎样出生的？为甚麽会有孩子之类的话题时，躲躲闪闪，避重就轻，或许是大多数父母搪塞孩子的办法。并不是不想说，而是真不知怎麽说，有从何说起，因为我们的父母当初也是把这样的问题看得很避讳，含糊不清。偶尔在图书馆搜到这本《告诉孩子真相》让我自己先洗洗脑子，本身是正常的东西，很多时候被成人复杂化了，这本书教会我如何引导孩子关于性和爱情，真实并自然，实属上等好书。。。。！
13335,平板,0,受不了，我不知道是别人用过了还是怎么的，自动下载安装软件，还老跳屏幕，自动点来点去，很失望的一次购物
7776,平板,1,刚开始用，以前用三星，太LJ了，支持国货
20410,水果,1,很香的味道，吃起来一定很美味。最近的苹果价格都贵，赶上618这个价是很实惠的
55995,酒店,1,酒店位置很好，在西街的街口。酒店内环境优美，就是自助早餐价格太贵，品种也不多。7月份住了3天，感觉挺好的。
46237,衣服,0,快递超慢，半个多月才到，质量一般，不值得这个价，
32331,洗发水,0,太差劲了，洗完很不舒服，感觉油腻腻，头皮会痒，有点头屑，第一次用到这么差的洗发水。京东买这么多次东西，这次最不好。
45310,衣服,0,不太满意，我以为是全黑的，可惜不是
51254,计算机,0,材质做工感觉比较粗糙。发热比较大。用的时候有一次突然声卡没了。 假如再发生。那就是集成的声卡出问题了。 CPU比较慢。
1390,书籍,1,尽管是匆匆地看过，还是颇有印象，朋友看过也说有价值，特地也买到手连，对付散慢成性的小孩子。买一个厨房计时器，真是管用，孩子至少能意识到，做事有个被动的时间观念，如果有朝一日有了主动的时间观念并有了选择时间的智慧（难呐，许多大人们也做不好！），那就彻底摆脱拖沓了。有类似困惑的家长们，可以接受一下启发。
30228,洗发水,1,挺不错的，采购了一大批物资，给员工过生日。发东西的时候挺热闹的。
24406,水果,0,9个苹果，只有2个是粉的是甜的，其他的都是硬的酸的涩的，给出京东第一个1分。
38366,蒙牛,0,刚刚喝了口我娘强行塞给我的蒙牛益优特，心里好忐忑啊，不会有生命危险吧，蒙牛~~~蒙牛。。。
46428,衣服,0,没见过这么慢的快递 衣服也太大了 白色衣服 标签用黑色线缝的，反正垃圾到极致
60706,酒店,0,黑店！不折不扣的黑店！在该酒店被盗1万港币和2千多人民币，报案后警方调监控录象被告之对着我房间的那一部坏了，而且那天惟独我的房间没有清扫记录。而且酒店方没有任何由于他们的失职对客人造成的伤害而补偿的意思。建议慎重选择入住该酒店，如非要入住该酒店请把钱和贵重物品随身携带（因为该酒店没有配备保险箱）补充点评 2007年11月15日 ： 到现在6个月过去了，警察，酒店，携程都没有人给一个说法，今天携程来电话说酒店要求删除此点评，岂有此理！！本人所发点评完全是按照携程要求言之有物，言之有据，真实客观的，只是告戒要预定此垃圾酒店的朋友小心，不要重蹈我的覆辙，这样我这1万多元的损失也没白费。希望携程能真正站在客户的立场上对待此问题。
52130,计算机,0,屏幕的显示效果有待提高，10寸还是小了，不是那种很抢人眼球的感觉。
17119,水果,1,宝贝不错，就是小了点！味道很好，脆脆甜甜
12460,平板,0,音质不错，但是wifi断流太严重了，时不时的闹一下，差评！
14360,手机,1,优点：1：200万像素摄象头，有微距可调，全屏取景。光线充足时，拍照效果一流，用最大分辨率拍摄，可直接冲洗6寸照片；2：内置Realplayer，影音播放流畅、清晰，支持格式广泛，影音资源众多，并且支持FM；3：手写输入识别率惊人，有字迹记忆功能，给人书写的畅快感，在这方面摩托罗拉的确是独步天下；4：可在不翻盖的情况下直接操作照相，影音播放，短信阅读等功能；5：系统稳定，操作便捷，通话质量上佳；6：上网速度快，浏览效果好；7：内置图象编辑器，能连接蓝牙打印机无线打印，功能强大；8：标准的MiniUSB接口，直接支持U盘模式，使用方便；
3961,平板,1,很好很喜欢，分期六期免息很给力，关注好久了，终于在618如愿以偿
40805,衣服,1,质量不错，穿起来很时尚，店家推荐的尺码也很准，穿着正好
